,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Melodic_Interval_Histogram_0,Melodic_Interval_Histogram_1,Melodic_Interval_Histogram_2,Melodic_Interval_Histogram_3,Melodic_Interval_Histogram_4,Melodic_Interval_Histogram_5,Melodic_Interval_Histogram_6,Melodic_Interval_Histogram_7,Melodic_Interval_Histogram_8,Melodic_Interval_Histogram_9,Melodic_Interval_Histogram_10,Melodic_Interval_Histogram_11,Melodic_Interval_Histogram_12,Melodic_Interval_Histogram_13,Melodic_Interval_Histogram_14,Melodic_Interval_Histogram_15,Melodic_Interval_Histogram_16,Melodic_Interval_Histogram_17,Melodic_Interval_Histogram_18,Melodic_Interval_Histogram_19,Melodic_Interval_Histogram_20,Melodic_Interval_Histogram_21,Melodic_Interval_Histogram_22,Melodic_Interval_Histogram_23,Melodic_Interval_Histogram_24,Melodic_Interval_Histogram_25,Melodic_Interval_Histogram_26,Melodic_Interval_Histogram_27,Melodic_Interval_Histogram_28,Melodic_Interval_Histogram_29,Melodic_Interval_Histogram_30,Melodic_Interval_Histogram_31,Melodic_Interval_Histogram_32,Melodic_Interval_Histogram_33,Melodic_Interval_Histogram_34,Melodic_Interval_Histogram_35,Melodic_Interval_Histogram_36,Melodic_Interval_Histogram_37,Melodic_Interval_Histogram_38,Melodic_Interval_Histogram_39,Melodic_Interval_Histogram_40,Melodic_Interval_Histogram_41,Melodic_Interval_Histogram_42,Melodic_Interval_Histogram_43,Melodic_Interval_Histogram_44,Melodic_Interval_Histogram_45,Melodic_Interval_Histogram_46,Melodic_Interval_Histogram_47,Melodic_Interval_Histogram_48,Melodic_Interval_Histogram_49,Melodic_Interval_Histogram_50,Melodic_Interval_Histogram_51,Melodic_Interval_Histogram_52,Melodic_Interval_Histogram_53,Melodic_Interval_Histogram_54,Melodic_Interval_Histogram_55,Melodic_Interval_Histogram_56,Melodic_Interval_Histogram_57,Melodic_Interval_Histogram_58,Melodic_Interval_Histogram_59,Melodic_Interval_Histogram_60,Melodic_Interval_Histogram_61,Melodic_Interval_Histogram_62,Melodic_Interval_Histogram_63,Melodic_Interval_Histogram_64,Melodic_Interval_Histogram_65,Melodic_Interval_Histogram_66,Melodic_Interval_Histogram_67,Melodic_Interval_Histogram_68,Melodic_Interval_Histogram_69,Melodic_Interval_Histogram_70,Melodic_Interval_Histogram_71,Melodic_Interval_Histogram_72,Melodic_Interval_Histogram_73,Melodic_Interval_Histogram_74,Melodic_Interval_Histogram_75,Melodic_Interval_Histogram_76,Melodic_Interval_Histogram_77,Melodic_Interval_Histogram_78,Melodic_Interval_Histogram_79,Melodic_Interval_Histogram_80,Melodic_Interval_Histogram_81,Melodic_Interval_Histogram_82,Melodic_Interval_Histogram_83,Melodic_Interval_Histogram_84,Melodic_Interval_Histogram_85,Melodic_Interval_Histogram_86,Melodic_Interval_Histogram_87,Melodic_Interval_Histogram_88,Melodic_Interval_Histogram_89,Melodic_Interval_Histogram_90,Melodic_Interval_Histogram_91,Melodic_Interval_Histogram_92,Melodic_Interval_Histogram_93,Melodic_Interval_Histogram_94,Melodic_Interval_Histogram_95,Melodic_Interval_Histogram_96,Melodic_Interval_Histogram_97,Melodic_Interval_Histogram_98,Melodic_Interval_Histogram_99,Melodic_Interval_Histogram_100,Melodic_Interval_Histogram_101,Melodic_Interval_Histogram_102,Melodic_Interval_Histogram_103,Melodic_Interval_Histogram_104,Melodic_Interval_Histogram_105,Melodic_Interval_Histogram_106,Melodic_Interval_Histogram_107,Melodic_Interval_Histogram_108,Melodic_Interval_Histogram_109,Melodic_Interval_Histogram_110,Melodic_Interval_Histogram_111,Melodic_Interval_Histogram_112,Melodic_Interval_Histogram_113,Melodic_Interval_Histogram_114,Melodic_Interval_Histogram_115,Melodic_Interval_Histogram_116,Melodic_Interval_Histogram_117,Melodic_Interval_Histogram_118,Melodic_Interval_Histogram_119,Melodic_Interval_Histogram_120,Melodic_Interval_Histogram_121,Melodic_Interval_Histogram_122,Melodic_Interval_Histogram_123,Melodic_Interval_Histogram_124,Melodic_Interval_Histogram_125,Melodic_Interval_Histogram_126,Melodic_Interval_Histogram_127,Most_Common_Melodic_Interval
"/Users/allanmccafferty/Desktop/MUSIC_DMIS/MIDI_FILES/escape_from_new_york_across_the_road.mid",28.0, 10.0, 4.0, 2.0, 63.0, 69.0, 5.267, 72.0, 0.0, 7.0, 13.47, 0.005495, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03846, 0.8462, 0.01648, 0.01648, 0.01648, 0.0, 0.005495, 0.0, 0.0, 0.005495, 0.005495, 0.02198, 0.0, 0.02198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0
