,Number_of_Pitches,Number_of_Pitch_Classes,Number_of_Common_Pitches,Number_of_Common_Pitch_Classes,Range,Mean_Pitch,Mean_Pitch_Class,Most_Common_Pitch,Most_Common_Pitch_Class,Interval_Between_Most_Prevalent_Pitches,Pitch_Variability,Most_Common_Melodic_Interval
"/Users/allanmccafferty/Desktop/MUSIC_DMIS/MIDI_FILES/the_fog_theme.mid",38.0, 12.0, 0.0, 0.0, 52.0, 72.0, 5.477, 76.0, 9.0, 7.0, 10.1, 4.0
